outcome,timestamp,time_elapsed,student_id,module_id,module_type,history_seen,history_correct,exponential
False,1147694112,74,1,51,assessment,4,2,1.8
False,1147694158,46,1,51,assessment,5,2,1.44
True,1147694181,23,1,51,assessment,6,2,1.152
False,1147694228,47,1,51,assessment,7,3,1.9216
False,1147694262,34,1,51,assessment,8,3,1.53728
True,1147694282,20,1,51,assessment,9,3,1.229824
True,1147694305,23,1,51,assessment,10,4,1.9838592
True,1147694336,31,1,51,assessment,11,5,2.58708736
True,1147694386,50,1,51,assessment,12,6,3.069669888
False,1147694443,57,1,51,assessment,13,7,3.4557359104
False,1147694474,31,1,51,assessment,14,7,2.76458872832
False,1147694500,26,1,51,assessment,15,7,2.21167098266
False,1147694527,27,1,51,assessment,16,7,1.76933678612
False,1147694560,33,1,51,assessment,17,7,1.4154694289
False,1147694591,31,1,51,assessment,18,7,1.13237554312
True,1147694609,18,1,51,assessment,19,7,0.905900434496
True,1147694121,117,1,52,assessment,2,1,1.0
True,1147694289,168,1,52,assessment,3,2,1.8
False,1147694605,316,1,52,assessment,4,3,2.44
False,1147694131,116,1,53,assessment,2,1,1.0
False,1147694204,73,1,53,assessment,3,1,0.8
True,1147694275,71,1,53,assessment,4,1,0.64
True,1147694391,116,1,53,assessment,5,2,1.512
False,1147694547,156,1,53,assessment,6,3,2.2096
False,1147694152,102,1,55,assessment,2,1,1.0
True,1147694222,70,1,55,assessment,3,1,0.8
False,1147694353,131,1,55,assessment,4,2,1.64
True,1147694428,75,1,55,assessment,5,2,1.312
False,1147694578,150,1,55,assessment,6,3,2.0496
False,1147694164,77,1,56,assessment,2,1,1.0
True,1147694241,77,1,56,assessment,3,1,0.8
True,1147694376,135,1,56,assessment,4,2,1.64
True,1147694600,224,1,56,assessment,5,3,2.312
True,1147694176,84,1,57,assessment,2,1,1.0
True,1147694350,174,1,57,assessment,3,2,1.8
True,1147694127,22,1,58,assessment,2,0,0.0
True,1147694173,46,1,58,assessment,3,1,1.0
True,1147694246,73,1,58,assessment,4,2,1.8
True,1147694366,120,1,58,assessment,5,3,2.44
False,1147694536,170,1,58,assessment,6,4,2.952
True,1147694373,175,1,59,assessment,2,0,0.0
False,1147694436,74,1,60,assessment,2,1,1.0
False,1147694569,133,1,60,assessment,3,1,0.8
False,1147695042,81,1,63,assessment,2,1,1.0
False,1147695153,111,1,63,assessment,3,1,0.8
True,1147695290,137,1,63,assessment,4,1,0.64
False,1147695469,179,1,63,assessment,5,2,1.512
True,1147695683,214,1,63,assessment,6,2,1.2096
False,1147695812,242,1,68,assessment,2,1,0.8
True,1147695776,215,1,71,assessment,2,1,0.8
False,1147695478,259,1,73,assessment,2,1,1.0
True,1147695246,20,1,74,assessment,2,0,0.0
False,1147695318,72,1,74,assessment,3,1,1.0
True,1147695394,76,1,74,assessment,4,1,0.8
False,1147695487,93,1,74,assessment,5,2,1.64
True,1147695528,41,1,74,assessment,6,2,1.312
True,1147695604,76,1,74,assessment,7,3,2.0496
True,1147695752,148,1,74,assessment,8,4,2.63968
False,1147695505,253,1,76,assessment,2,1,1.0
False,1147695413,118,1,78,assessment,2,0,0.0
False,1147695520,107,1,78,assessment,3,0,0.0
True,1147695591,71,1,78,assessment,4,0,0.0
True,1147695796,205,1,78,assessment,5,1,1.0
True,1147695279,75,1,80,assessment,2,1,1.0
True,1147695406,127,1,80,assessment,3,2,1.8
True,1147695642,236,1,80,assessment,4,3,2.44
False,1147695307,73,1,82,assessment,2,1,1.0
False,1147695427,120,1,82,assessment,3,1,0.8
False,1147695596,169,1,82,assessment,4,1,0.64
True,1147695679,83,1,82,assessment,5,1,0.512
False,1147695714,177,1,88,assessment,2,0,0.0
True,1147695635,23,1,89,assessment,2,0,0.0
False,1147695725,90,1,89,assessment,3,1,1.0
False,1147695786,61,1,89,assessment,4,1,0.8
False,1147695740,67,1,90,assessment,2,1,1.0
False,1147695761,28,1,94,assessment,2,0,0.0
True,1147695779,18,1,94,assessment,3,0,0.0
True,1147695806,27,1,94,assessment,4,1,1.0
False,1147705129,94,1,95,assessment,2,1,1.0
False,1147705236,107,1,95,assessment,3,1,0.8
False,1147705335,99,1,95,assessment,4,1,0.64
True,1147705402,67,1,95,assessment,5,1,0.512
True,1147705656,254,1,95,assessment,6,2,1.4096
True,1147705731,75,1,95,assessment,7,3,2.12768
True,1147705112,22,1,97,assessment,2,0,0.0
True,1147705150,38,1,97,assessment,3,1,1.0
False,1147705224,74,1,97,assessment,4,2,1.8
False,1147705299,75,1,97,assessment,5,2,1.44
True,1147705344,45,1,97,assessment,6,2,1.152
True,1147705398,54,1,97,assessment,7,3,1.9216
True,1147705480,82,1,97,assessment,8,4,2.53728
False,1147705670,190,1,97,assessment,9,5,3.029824
True,1147705727,57,1,97,assessment,10,5,2.4238592
True,1147705812,85,1,97,assessment,11,6,2.93908736
True,1147705115,20,1,98,assessment,2,0,0.0
True,1147705136,21,1,98,assessment,3,1,1.0
False,1147705180,44,1,98,assessment,4,2,1.8
False,1147705215,35,1,98,assessment,5,2,1.44
False,1147705245,30,1,98,assessment,6,2,1.152
False,1147705262,17,1,98,assessment,7,2,0.9216
False,1147705290,28,1,98,assessment,8,2,0.73728
False,1147705317,27,1,98,assessment,9,2,0.589824
True,1147705446,129,1,98,assessment,10,2,0.4718592
True,1147705470,24,1,98,assessment,11,3,1.37748736
True,1147705483,13,1,98,assessment,12,4,2.101989888
True,1147705501,18,1,98,assessment,13,5,2.6815919104
False,1147705535,34,1,98,assessment,14,6,3.14527352832
False,1147705575,40,1,98,assessment,15,6,2.51621882266
True,1147705857,282,1,98,assessment,16,6,2.01297505812
True,1147705871,14,1,98,assessment,17,7,2.6103800465
False,1147705188,82,1,99,assessment,2,1,1.0
False,1147705308,120,1,99,assessment,3,1,0.8
True,1147705370,62,1,99,assessment,4,1,0.64
True,1147705495,125,1,99,assessment,5,2,1.512
False,1147705681,186,1,99,assessment,6,3,2.2096
True,1147705804,123,1,99,assessment,7,3,1.76768
False,1147705203,31,1,100,assessment,2,0,0.0
False,1147705271,68,1,100,assessment,3,0,0.0
True,1147705429,158,1,100,assessment,4,0,0.0
True,1147705442,13,1,100,assessment,5,1,1.0
True,1147705466,24,1,100,assessment,6,2,1.8
True,1147705489,23,1,100,assessment,7,3,2.44
False,1147705548,59,1,100,assessment,8,4,2.952
False,1147705588,40,1,100,assessment,9,4,2.3616
True,1147705629,41,1,100,assessment,10,4,1.88928
True,1147705660,31,1,100,assessment,11,5,2.511424
False,1147705691,31,1,100,assessment,12,6,3.0091392
True,1147705716,25,1,100,assessment,13,6,2.40731136
True,1147705737,21,1,100,assessment,14,7,2.925849088
True,1147705750,13,1,100,assessment,15,8,3.3406792704
True,1147705783,33,1,100,assessment,16,9,3.67254341632
False,1147705795,12,1,100,assessment,17,10,3.93803473306
True,1147705815,20,1,100,assessment,18,10,3.15042778644
True,1147705826,11,1,100,assessment,19,11,3.52034222916
True,1147705838,12,1,100,assessment,20,12,3.81627378332
True,1147705850,12,1,100,assessment,21,13,4.05301902666
True,1147705864,14,1,100,assessment,22,14,4.24241522133
False,1147705452,171,1,101,assessment,2,0,0.0
True,1147705475,23,1,101,assessment,3,0,0.0
False,1147705517,42,1,101,assessment,4,1,1.0
False,1147705566,49,1,101,assessment,5,1,0.8
False,1147705603,37,1,101,assessment,6,1,0.64
False,1147705641,38,1,101,assessment,7,1,0.512
True,1147705842,201,1,101,assessment,8,1,0.4096
True,1147705853,11,1,101,assessment,9,2,1.32768
True,1147705867,14,1,101,assessment,10,3,2.062144
False,1147705886,19,1,101,assessment,11,4,2.6497152
False,1147705509,98,1,102,assessment,2,1,1.0
True,1147705620,111,1,102,assessment,3,1,0.8
False,1147705773,153,1,102,assessment,4,2,1.64
False,1147705876,103,1,102,assessment,5,2,1.312
True,1147706220,78,1,104,assessment,2,1,1.0
False,1147706344,124,1,104,assessment,3,2,1.8
False,1147706621,277,1,104,assessment,4,2,1.44
True,1147706231,86,1,105,assessment,2,1,1.0
False,1147706359,128,1,105,assessment,3,2,1.8
False,1147706642,283,1,105,assessment,4,2,1.44
False,1147706276,77,1,107,assessment,2,1,1.0
False,1147706434,158,1,107,assessment,3,1,0.8
True,1147706530,96,1,107,assessment,4,1,0.64
False,1147706707,177,1,107,assessment,5,2,1.512
False,1147706311,106,1,108,assessment,2,1,1.0
True,1147706493,182,1,108,assessment,3,1,0.8
False,1147706730,237,1,108,assessment,4,2,1.64
True,1147706228,14,1,109,assessment,2,0,0.0
False,1147706245,17,1,109,assessment,3,1,1.0
False,1147706267,22,1,109,assessment,4,1,0.8
False,1147706292,25,1,109,assessment,5,1,0.64
True,1147706468,176,1,109,assessment,6,1,0.512
True,1147706488,20,1,109,assessment,7,2,1.4096
True,1147706498,10,1,109,assessment,8,3,2.12768
True,1147706513,15,1,109,assessment,9,4,2.702144
True,1147706536,23,1,109,assessment,10,5,3.1617152
True,1147706546,10,1,109,assessment,11,6,3.52937216
True,1147706604,58,1,109,assessment,12,7,3.823497728
False,1147706633,29,1,109,assessment,13,8,4.0587981824
False,1147706665,32,1,109,assessment,14,8,3.24703854592
True,1147706691,26,1,109,assessment,15,8,2.59763083674
True,1147706720,29,1,109,assessment,16,9,3.07810466939
True,1147706741,21,1,109,assessment,17,10,3.46248373551
False,1147706753,12,1,109,assessment,18,11,3.76998698841
True,1147706775,22,1,109,assessment,19,11,3.01598959073
True,1147706784,9,1,109,assessment,20,12,3.41279167258
True,1147706794,10,1,109,assessment,21,13,3.73023333807
True,1147706807,13,1,109,assessment,22,14,3.98418667045
False,1147706855,48,1,109,assessment,23,15,4.18734933636
True,1147706878,23,1,109,assessment,24,15,3.34987946909
False,1147706889,11,1,109,assessment,25,16,3.67990357527
True,1147706923,34,1,109,assessment,26,16,2.94392286022
True,1147706944,21,1,109,assessment,27,17,3.35513828817
False,1147706982,38,1,109,assessment,28,18,3.68411063054
False,1147706501,23,1,112,assessment,2,0,0.0
False,1147706518,17,1,112,assessment,3,0,0.0
True,1147706825,307,1,112,assessment,4,0,0.0
False,1147706846,21,1,112,assessment,5,1,1.0
False,1147706864,18,1,112,assessment,6,1,0.8
False,1147706587,37,1,113,assessment,2,0,0.0
False,1147706610,23,1,113,assessment,3,0,0.0
True,1147706821,211,1,113,assessment,4,0,0.0
True,1147706839,18,1,113,assessment,5,1,1.0
True,1147706861,22,1,113,assessment,6,2,1.8
True,1147706887,26,1,113,assessment,7,3,2.44
False,1147706929,42,1,113,assessment,8,4,2.952
False,1147706952,23,1,113,assessment,9,4,2.3616
False,1147706991,39,1,113,assessment,10,4,1.88928
True,1147706700,132,1,114,assessment,2,0,0.0
False,1147706596,105,1,117,assessment,2,1,1.0
False,1147706675,79,1,117,assessment,3,1,0.8
False,1147706724,49,1,117,assessment,4,1,0.64
False,1147706760,36,1,117,assessment,5,1,0.512
True,1147706778,18,1,117,assessment,6,1,0.4096
True,1147706801,23,1,117,assessment,7,2,1.32768
True,1147706884,83,1,117,assessment,8,3,2.062144
False,1147706914,30,1,117,assessment,9,4,2.6497152
False,1147706937,23,1,117,assessment,10,4,2.11977216
False,1147706969,32,1,117,assessment,11,4,1.695817728
False,1147707000,31,1,117,assessment,12,4,1.3566541824
False,1147706905,223,1,118,assessment,2,0,0.0
True,1147707289,70,1,120,assessment,2,1,1.0
False,1147707395,106,1,120,assessment,3,2,1.8
False,1147707696,301,1,120,assessment,4,2,1.44
True,1147707979,283,1,120,assessment,5,2,1.152
False,1147707353,70,1,127,assessment,2,1,1.0
False,1147707499,146,1,127,assessment,3,1,0.8
True,1147707667,168,1,127,assessment,4,1,0.64
False,1147707855,188,1,127,assessment,5,2,1.512
False,1147708075,220,1,127,assessment,6,2,1.2096
False,1147707381,82,1,128,assessment,2,1,1.0
True,1147707555,174,1,128,assessment,3,1,0.8
False,1147707747,192,1,128,assessment,4,2,1.64
False,1147708046,299,1,128,assessment,5,2,1.312
False,1147707336,16,1,129,assessment,2,0,0.0
True,1147707418,82,1,129,assessment,3,0,0.0
False,1147707451,33,1,129,assessment,4,1,1.0
True,1147707487,36,1,129,assessment,5,1,0.8
True,1147707513,26,1,129,assessment,6,2,1.64
True,1147707542,29,1,129,assessment,7,3,2.312
True,1147707562,20,1,129,assessment,8,4,2.8496
True,1147707609,47,1,129,assessment,9,5,3.27968
True,1147707663,54,1,129,assessment,10,6,3.623744
False,1147707712,49,1,129,assessment,11,7,3.8989952
True,1147707737,25,1,129,assessment,12,7,3.11919616
True,1147707785,48,1,129,assessment,13,8,3.495356928
True,1147707838,53,1,129,assessment,14,9,3.7962855424
False,1147707896,58,1,129,assessment,15,10,4.03702843392
True,1147707930,34,1,129,assessment,16,10,3.22962274714
True,1147707964,34,1,129,assessment,17,11,3.58369819771
True,1147708029,65,1,129,assessment,18,12,3.86695855817
False,1147708085,56,1,129,assessment,19,13,4.09356684653
False,1147707688,223,1,130,assessment,2,0,0.0
False,1147707764,76,1,130,assessment,3,0,0.0
True,1147707822,58,1,130,assessment,4,0,0.0
True,1147708042,220,1,130,assessment,5,1,1.0
False,1147707593,19,1,132,assessment,2,0,0.0
False,1147707613,20,1,132,assessment,3,0,0.0
True,1147708015,388,1,133,assessment,2,1,1.0
False,1147707645,79,1,135,assessment,2,1,1.0
False,1147707705,60,1,135,assessment,3,1,0.8
False,1147707773,68,1,135,assessment,4,1,0.64
False,1147707829,56,1,135,assessment,5,1,0.512
False,1147707868,39,1,135,assessment,6,1,0.4096
True,1147707885,17,1,135,assessment,7,1,0.32768
True,1147707911,26,1,135,assessment,8,2,1.262144
True,1147707948,37,1,135,assessment,9,3,2.0097152
True,1147707994,46,1,135,assessment,10,4,2.60777216
False,1147708066,72,1,135,assessment,11,5,3.086217728
False,1147707638,16,1,136,assessment,2,0,0.0
False,1147707972,334,1,136,assessment,3,0,0.0
False,1147707676,23,1,137,assessment,2,0,0.0
False,1147707985,309,1,137,assessment,3,0,0.0
False,1147708333,82,1,141,assessment,2,1,1.0
False,1147708452,119,1,141,assessment,3,1,0.8
True,1147708605,153,1,141,assessment,4,1,0.64
False,1147708764,159,1,141,assessment,5,2,1.512
True,1147708963,199,1,141,assessment,6,2,1.2096
True,1147708285,22,1,143,assessment,2,0,0.0
False,1147708326,41,1,143,assessment,3,1,1.0
False,1147708345,19,1,143,assessment,4,1,0.8
False,1147708376,31,1,143,assessment,5,1,0.64
False,1147708396,20,1,143,assessment,6,1,0.512
False,1147708434,38,1,143,assessment,7,1,0.4096
True,1147708535,101,1,143,assessment,8,1,0.32768
True,1147708548,13,1,143,assessment,9,2,1.262144
False,1147708559,11,1,143,assessment,10,3,2.0097152
True,1147708580,21,1,143,assessment,11,3,1.60777216
True,1147708594,14,1,143,assessment,12,4,2.286217728
True,1147708610,16,1,143,assessment,13,5,2.8289741824
False,1147708632,22,1,143,assessment,14,6,3.26317934592
False,1147709049,193,1,145,assessment,2,1,0.8
False,1147708983,190,1,146,assessment,2,1,0.8
False,1147708597,186,1,147,assessment,2,0,0.0
False,1147708614,17,1,147,assessment,3,0,0.0
False,1147708639,25,1,147,assessment,4,0,0.0
True,1147708827,188,1,147,assessment,5,0,0.0
True,1147708838,11,1,147,assessment,6,1,1.0
True,1147708849,11,1,147,assessment,7,2,1.8
True,1147708865,16,1,147,assessment,8,3,2.44
True,1147708883,18,1,147,assessment,9,4,2.952
True,1147708923,40,1,147,assessment,10,5,3.3616
False,1147708951,28,1,147,assessment,11,6,3.68928
False,1147708972,21,1,147,assessment,12,6,2.951424
True,1147708997,25,1,147,assessment,13,6,2.3611392
True,1147709014,17,1,147,assessment,14,7,2.88891136
False,1147709039,25,1,147,assessment,15,8,3.311129088
False,1147709065,26,1,147,assessment,16,8,2.6489032704
False,1147709085,20,1,147,assessment,17,8,2.11912261632
True,1147708623,160,1,148,assessment,2,0,0.0
True,1147709074,451,1,148,assessment,3,1,1.0
False,1147708651,168,1,149,assessment,2,0,0.0
False,1147708748,97,1,149,assessment,3,0,0.0
True,1147708835,87,1,149,assessment,4,0,0.0
False,1147709020,185,1,149,assessment,5,1,1.0
False,1147708907,316,1,150,assessment,2,1,1.0
False,1147708542,13,1,151,assessment,2,0,0.0
False,1147708740,198,1,151,assessment,3,0,0.0
False,1147708821,81,1,151,assessment,4,0,0.0
False,1147708660,72,1,154,assessment,2,1,1.0
False,1147708776,116,1,154,assessment,3,1,0.8
False,1147708929,153,1,154,assessment,4,1,0.64
False,1147709031,102,1,154,assessment,5,1,0.512
False,1147708938,24,1,155,assessment,2,0,0.0
False,1147709376,90,1,156,assessment,2,1,1.0
False,1147709433,57,1,156,assessment,3,1,0.8
False,1147709513,80,1,156,assessment,4,1,0.64
True,1147709568,55,1,156,assessment,5,1,0.512
True,1147709658,90,1,156,assessment,6,2,1.4096
False,1147709781,123,1,156,assessment,7,3,2.12768
False,1147709870,89,1,156,assessment,8,3,1.702144
False,1147709959,89,1,156,assessment,9,3,1.3617152
True,1147709993,34,1,156,assessment,10,3,1.08937216
True,1147710045,52,1,156,assessment,11,4,1.871497728
False,1147710130,85,1,156,assessment,12,5,2.4971981824
False,1147709413,86,1,158,assessment,2,1,1.0
False,1147709531,118,1,158,assessment,3,1,0.8
False,1147709772,241,1,158,assessment,4,1,0.64
False,1147709887,115,1,158,assessment,5,1,0.512
False,1147710019,132,1,158,assessment,6,1,0.4096
False,1147710062,43,1,158,assessment,7,1,0.32768
False,1147710090,28,1,158,assessment,8,1,0.262144
False,1147710112,22,1,158,assessment,9,1,0.2097152
False,1147710139,27,1,158,assessment,10,1,0.16777216
False,1147709464,83,1,162,assessment,2,1,1.0
True,1147709612,148,1,162,assessment,3,1,0.8
False,1147709789,177,1,162,assessment,4,2,1.64
False,1147710099,310,1,162,assessment,5,2,1.312
False,1147709424,25,1,163,assessment,2,0,0.0
False,1147709443,19,1,163,assessment,3,0,0.0
False,1147709604,161,1,163,assessment,4,0,0.0
True,1147709662,175,1,164,assessment,2,0,0.0
False,1147709923,261,1,164,assessment,3,1,1.0
False,1147709764,207,1,165,assessment,2,0,0.0
False,1147709841,77,1,165,assessment,3,0,0.0
False,1147709897,56,1,165,assessment,4,0,0.0
True,1147709914,17,1,165,assessment,5,0,0.0
False,1147709952,38,1,165,assessment,6,1,1.0
False,1147709972,20,1,165,assessment,7,1,0.8
False,1147709730,43,1,167,assessment,2,0,0.0
False,1147709757,27,1,167,assessment,3,0,0.0
True,1147709710,92,1,168,assessment,2,1,1.0
False,1147709850,140,1,168,assessment,3,2,1.8
False,1147710119,269,1,168,assessment,4,2,1.44
True,1147709742,98,1,169,assessment,2,1,1.0
True,1147709883,141,1,169,assessment,3,2,1.8
False,1147710012,344,1,170,assessment,2,0,0.0
False,1147710032,20,1,170,assessment,3,0,0.0
False,1147709746,28,1,171,assessment,2,0,0.0
False,1147090076,60,2,8,assessment,2,1,1.0
True,1147090202,126,2,8,assessment,3,1,0.8
False,1147090323,121,2,8,assessment,4,2,1.64
True,1147090542,219,2,8,assessment,5,2,1.312
False,1147090823,281,2,8,assessment,6,3,2.0496
False,1147090530,314,2,14,assessment,2,1,1.0
False,1147090830,300,2,14,assessment,3,1,0.8
False,1147090267,71,2,19,assessment,2,1,1.0
False,1147090347,80,2,19,assessment,3,1,0.8
True,1147090404,57,2,19,assessment,4,1,0.64
False,1147090504,100,2,19,assessment,5,2,1.512
False,1147090579,75,2,19,assessment,6,2,1.2096
False,1147090617,38,2,19,assessment,7,2,0.96768
False,1147090653,36,2,19,assessment,8,2,0.774144
False,1147090668,15,2,19,assessment,9,2,0.6193152
True,1147090687,19,2,19,assessment,10,2,0.49545216
True,1147090699,12,2,19,assessment,11,3,1.396361728
True,1147090716,17,2,19,assessment,12,4,2.1170893824
True,1147090726,10,2,19,assessment,13,5,2.69367150592
True,1147090743,17,2,19,assessment,14,6,3.15493720474
True,1147090766,23,2,19,assessment,15,7,3.52394976379
False,1147090799,33,2,19,assessment,16,8,3.81915981103
False,1147090815,16,2,19,assessment,17,8,3.05532784882
True,1147090280,73,2,20,assessment,2,1,1.0
True,1147090450,170,2,20,assessment,3,2,1.8
True,1147090710,260,2,20,assessment,4,3,2.44
False,1147090524,142,2,30,assessment,2,0,0.0
False,1147090633,109,2,30,assessment,3,0,0.0
True,1147090731,98,2,30,assessment,4,0,0.0
False,1147090808,365,2,31,assessment,2,1,1.0
True,1147091407,67,2,47,assessment,2,1,1.0
True,1147091548,141,2,47,assessment,3,2,1.8
True,1147091777,229,2,47,assessment,4,3,2.44
False,1147091442,66,2,52,assessment,2,1,1.0
True,1147091491,49,2,52,assessment,3,1,0.8
True,1147091589,98,2,52,assessment,4,2,1.64
True,1147091718,129,2,52,assessment,5,3,2.312
True,1147091924,206,2,52,assessment,6,4,2.8496
False,1147091530,79,2,60,assessment,2,1,1.0
True,1147091595,65,2,60,assessment,3,1,0.8
True,1147091710,115,2,60,assessment,4,2,1.64
True,1147091880,170,2,60,assessment,5,3,2.312
True,1147092120,240,2,60,assessment,6,4,2.8496
True,1147091575,69,2,190,assessment,2,1,1.0
True,1147091697,122,2,190,assessment,3,2,1.8
True,1147091927,230,2,190,assessment,4,3,2.44
True,1147091651,107,2,192,assessment,2,1,1.0
True,1147091832,181,2,192,assessment,3,2,1.8
True,1147091674,95,2,195,assessment,2,1,1.0
True,1147091824,150,2,195,assessment,3,2,1.8
False,1147092090,266,2,195,assessment,4,3,2.44
True,1147091660,77,2,197,assessment,2,1,1.0
True,1147091810,150,2,197,assessment,3,2,1.8
True,1147092066,256,2,197,assessment,4,3,2.44
True,1147091722,73,2,200,assessment,2,1,1.0
True,1147091884,162,2,200,assessment,3,2,1.8
True,1147091738,83,2,201,assessment,2,1,1.0
True,1147091917,179,2,201,assessment,3,2,1.8
True,1147091685,18,2,202,assessment,2,0,0.0
True,1147091714,29,2,202,assessment,3,1,1.0
True,1147091765,51,2,202,assessment,4,2,1.8
True,1147091843,78,2,202,assessment,5,3,2.44
True,1147091952,109,2,202,assessment,6,4,2.952
True,1147092109,157,2,202,assessment,7,5,3.3616
True,1147091876,69,2,206,assessment,2,1,1.0
True,1147092025,149,2,206,assessment,3,2,1.8
False,1147091899,82,2,207,assessment,2,1,1.0
True,1147091964,65,2,207,assessment,3,1,0.8
True,1147092077,113,2,207,assessment,4,2,1.64
True,1147092022,90,2,211,assessment,2,1,1.0
False,1147092407,70,2,67,assessment,2,1,1.0
True,1147092466,59,2,67,assessment,3,1,0.8
True,1147092583,117,2,67,assessment,4,2,1.64
True,1147092752,169,2,67,assessment,5,3,2.312
False,1147092964,212,2,67,assessment,6,4,2.8496
True,1147093156,192,2,67,assessment,7,4,2.27968
True,1147092568,77,2,81,assessment,2,1,1.0
True,1147092729,161,2,81,assessment,3,2,1.8
True,1147092999,270,2,81,assessment,4,3,2.44
True,1147092587,87,2,82,assessment,2,1,1.0
True,1147092785,198,2,82,assessment,3,2,1.8
True,1147093103,318,2,82,assessment,4,3,2.44
True,1147092626,84,2,88,assessment,2,1,1.0
True,1147092801,175,2,88,assessment,3,2,1.8
True,1147093076,275,2,88,assessment,4,3,2.44
True,1147092592,18,2,90,assessment,2,0,0.0
True,1147092622,30,2,90,assessment,3,1,1.0
False,1147092681,59,2,90,assessment,4,2,1.8
False,1147092709,28,2,90,assessment,5,2,1.44
True,1147092733,24,2,90,assessment,6,2,1.152
False,1147092765,32,2,90,assessment,7,3,1.9216
False,1147092790,25,2,90,assessment,8,3,1.53728
False,1147092807,17,2,90,assessment,9,3,1.229824
False,1147092827,20,2,90,assessment,10,3,0.9838592
False,1147092848,21,2,90,assessment,11,3,0.78708736
False,1147092868,20,2,90,assessment,12,3,0.629669888
False,1147093090,222,2,90,assessment,13,3,0.5037359104
True,1147092748,84,2,227,assessment,2,1,1.0
False,1147092905,157,2,227,assessment,3,2,1.8
True,1147093070,165,2,227,assessment,4,2,1.44
True,1147092694,22,2,228,assessment,2,0,0.0
True,1147092723,29,2,228,assessment,3,1,1.0
True,1147092781,58,2,228,assessment,4,2,1.8
True,1147092857,76,2,228,assessment,5,3,2.44
False,1147092954,97,2,228,assessment,6,4,2.952
True,1147093041,87,2,228,assessment,7,4,2.3616
False,1147093140,99,2,228,assessment,8,5,2.88928
True,1147093120,76,2,237,assessment,2,1,1.0
True,1147093138,83,2,238,assessment,2,1,1.0
False,1147093739,22,2,95,assessment,2,0,0.0
False,1147093801,62,2,95,assessment,3,0,0.0
False,1147093937,136,2,95,assessment,4,0,0.0
