Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
92	Control	1_1	Unit 12	Oil	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Oil	3	0.5676	Single-KC	92	0.5236	KC49	3	0.5676
93	Control	1_1	Unit 12	Oil	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Oil	4	0.5676	Single-KC	93	0.5236	KC49	4	0.5676
94	Control	1_1	Unit 12	Psychology	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Psychology	3	0.4984	Single-KC	94	0.5236	KC16	3	0.4984
95	Control	1_1	Unit 12	Psychology	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Psychology	4	0.4984	Single-KC	95	0.5236	KC16	4	0.4984
96	Control	1_1	Unit 12	Water_shortage	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Water_shortage	2	0.4800	Single-KC	96	0.5236	KC28	2	0.4800
97	Control	1_1	Unit 12	Water_shortage	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Water_shortage	3	0.4800	Single-KC	97	0.5236	KC28	3	0.4800
98	Control	1_1	Unit 12	Waste	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Waste	2	0.4407	Single-KC	98	0.5236	KC3	2	0.4407
99	Control	1_1	Unit 12	Waste	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Waste	3	0.4407	Single-KC	99	0.5236	KC3	3	0.4407
100	Control	1_1	Unit 12	Problem	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Problem	2	0.5615	Single-KC	100	0.5236	KC9	2	0.5615
101	Control	1_1	Unit 12	Problem	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Problem	3	0.5615	Single-KC	101	0.5236	KC9	3	0.5615
102	Control	1_1	Unit 12	To_look_after	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_look_after	2	0.6471	Single-KC	102	0.5236	KC35	2	0.6472
103	Control	1_1	Unit 12	To_look_after	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_look_after	3	0.6471	Single-KC	103	0.5236	KC35	3	0.6472
104	Control	1_1	Unit 12	Government	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Government	2	0.4256	Single-KC	104	0.5236	KC15	2	0.4256
105	Control	1_1	Unit 12	Government	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Government	3	0.4256	Single-KC	105	0.5236	KC15	3	0.4256
106	Control	1_11	Unit 12	To_disappear	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_disappear	1	0.7482	Single-KC	1	0.7390	KC23	1	0.7482
107	Control	1_11	Unit 12	To_disappear	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_disappear	2	0.7482	Single-KC	2	0.7390	KC23	2	0.7482
108	Control	1_11	Unit 12	Value	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	1	0.6898	Single-KC	3	0.7390	KC46	1	0.6898
109	Control	1_11	Unit 12	Value	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	2	0.6898	Single-KC	4	0.7390	KC46	2	0.6898
110	Control	1_11	Unit 12	Value	3	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	3	0.6898	Single-KC	5	0.7390	KC46	3	0.6898
111	Control	1_11	Unit 12	Wind-force	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Wind-force	1	0.7679	Single-KC	6	0.7390	KC54	1	0.7679
112	Control	1_11	Unit 12	Solitude	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Solitude	1	0.7781	Single-KC	7	0.7390	KC56	1	0.7781
113	Control	1_11	Unit 12	Solitude	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Solitude	2	0.7781	Single-KC	8	0.7390	KC56	2	0.7781
114	Control	1_11	Unit 12	Purpose	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Purpose	1	0.7930	Single-KC	9	0.7390	KC24	1	0.7930
115	Control	1_11	Unit 12	Purpose	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Purpose	2	0.7930	Single-KC	10	0.7390	KC24	2	0.7930
116	Control	1_11	Unit 12	Global_warming	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Global_warming	1	0.5953	Single-KC	11	0.7390	KC53	1	0.5953
117	Control	1_11	Unit 12	Global_warming	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Global_warming	2	0.5953	Single-KC	12	0.7390	KC53	2	0.5953
118	Control	1_11	Unit 12	International_conference	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	International_conference	1	0.8067	Single-KC	13	0.7390	KC37	1	0.8067
119	Control	1_11	Unit 12	International_conference	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	International_conference	2	0.8067	Single-KC	14	0.7390	KC37	2	0.8067
120	Control	1_11	Unit 12	Solar_heat	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Solar_heat	1	0.7875	Single-KC	15	0.7390	KC4	1	0.7875
121	Control	1_11	Unit 12	Solar_heat	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Solar_heat	2	0.7875	Single-KC	16	0.7390	KC4	2	0.7875
122	Control	1_11	Unit 12	Raise_children	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Raise_children	1	0.6271	Single-KC	17	0.7390	KC39	1	0.6271
123	Control	1_11	Unit 12	Raise_children	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Raise_children	2	0.6271	Single-KC	18	0.7390	KC39	2	0.6271
124	Control	1_11	Unit 12	Relation_to	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Relation_to	1	0.8297	Single-KC	19	0.7390	KC11	1	0.8297
125	Control	1_11	Unit 12	Relation_to	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Relation_to	2	0.8297	Single-KC	20	0.7390	KC11	2	0.8297
126	Control	1_11	Unit 12	National_resource	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	National_resource	1	0.8421	Single-KC	21	0.7390	KC8	1	0.8421
127	Control	1_11	Unit 12	National_resource	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	National_resource	2	0.8421	Single-KC	22	0.7390	KC8	2	0.8421
128	Control	1_11	Unit 12	Hard_rubbish	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Hard_rubbish	1	0.7722	Single-KC	23	0.7390	KC34	1	0.7722
129	Control	1_11	Unit 12	Hard_rubbish	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Hard_rubbish	2	0.7722	Single-KC	24	0.7390	KC34	2	0.7722
130	Control	1_11	Unit 12	Disposable	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Disposable	1	0.8104	Single-KC	25	0.7390	KC40	1	0.8104
131	Control	1_11	Unit 12	Disposable	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Disposable	2	0.8104	Single-KC	26	0.7390	KC40	2	0.8104
132	Control	1_11	Unit 12	Quarrel	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Quarrel	1	0.7917	Single-KC	27	0.7390	KC12	1	0.7917
133	Control	1_11	Unit 12	Quarrel	2	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Quarrel	2	0.7917	Single-KC	28	0.7390	KC12	2	0.7917
134	Control	1_11	Unit 12	Stay_indoors	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Stay_indoors	1	0.7049	Single-KC	29	0.7390	KC42	1	0.7049
135	Control	1_11	Unit 12	To_not_get_on_well	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_not_get_on_well	1	0.8477	Single-KC	30	0.7390	KC51	1	0.8477
136	Control	1_11	Unit 12	Occupation	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Occupation	1	0.7969	Single-KC	31	0.7390	KC13	1	0.7969
137	Control	1_11	Unit 12	Hydrolytic_power	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Hydrolytic_power	1	0.7870	Single-KC	32	0.7390	KC25	1	0.7870
138	Control	1_11	Unit 12	Bullying	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Bullying	1	0.5735	Single-KC	33	0.7390	KC45	1	0.5735
139	Control	1_11	Unit 12	To_associate_with	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_associate_with	1	0.8325	Single-KC	34	0.7390	KC58	1	0.8325
140	Control	1_11	Unit 12	Generation_of_electricity	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Generation_of_electricity	1	0.8044	Single-KC	35	0.7390	KC7	1	0.8044
141	Control	1_11	Unit 12	Be_polluted	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Be_polluted	1	0.8182	Single-KC	36	0.7390	KC50	1	0.8182
142	Control	1_11	Unit 12	To_save	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_save	1	0.7943	Single-KC	37	0.7390	KC19	1	0.7943
143	Control	1_11	Unit 12	Oil	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Oil	1	0.7572	Single-KC	38	0.7390	KC49	1	0.7572
144	Control	1_11	Unit 12	Psychology	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Psychology	1	0.7024	Single-KC	39	0.7390	KC16	1	0.7024
145	Control	1_11	Unit 12	Water_shortage	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Water_shortage	1	0.6868	Single-KC	40	0.7390	KC28	1	0.6868
146	Control	1_11	Unit 12	Waste	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Waste	1	0.6518	Single-KC	41	0.7390	KC3	1	0.6518
147	Control	1_11	Unit 12	Problem	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Problem	1	0.7526	Single-KC	42	0.7390	KC9	1	0.7526
148	Control	1_11	Unit 12	To_look_after	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_look_after	1	0.8133	Single-KC	43	0.7390	KC35	1	0.8133
149	Control	1_11	Unit 12	Government	1	1	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Government	1	0.6377	Single-KC	44	0.7390	KC15	1	0.6377
150	Control	1_11	Unit 12	To_disappear	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0.5	.	0.5	incorrect	1	0	0	flashcard_2 (3_2)	To_disappear	3	0.7482	Single-KC	45	0.7390	KC23	3	0.7482
151	Control	1_11	Unit 12	To_disappear	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0.5	.	0.5	incorrect	1	0	0	flashcard_2 (3_2)	To_disappear	4	0.7482	Single-KC	46	0.7390	KC23	4	0.7482
152	Control	1_11	Unit 12	Value	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	4	0.6898	Single-KC	47	0.7390	KC46	4	0.6898
153	Control	1_11	Unit 12	Value	5	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	5	0.6898	Single-KC	48	0.7390	KC46	5	0.6898
154	Control	1_11	Unit 12	Value	6	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	6	0.6898	Single-KC	49	0.7390	KC46	6	0.6898
155	Control	1_11	Unit 12	Value	7	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	7	0.6898	Single-KC	50	0.7390	KC46	7	0.6898
156	Control	1_11	Unit 12	Value	8	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	8	0.6898	Single-KC	51	0.7390	KC46	8	0.6898
157	Control	1_11	Unit 12	Value	9	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	9	0.6898	Single-KC	52	0.7390	KC46	9	0.6898
158	Control	1_11	Unit 12	Value	10	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	10	0.6898	Single-KC	53	0.7390	KC46	10	0.6898
159	Control	1_11	Unit 12	Value	11	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	11	0.6898	Single-KC	54	0.7390	KC46	11	0.6898
160	Control	1_11	Unit 12	Wind-force	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	2	0.7679	Single-KC	55	0.7390	KC54	2	0.7679
161	Control	1_11	Unit 12	Wind-force	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	3	0.7679	Single-KC	56	0.7390	KC54	3	0.7679
162	Control	1_11	Unit 12	Wind-force	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	4	0.7679	Single-KC	57	0.7390	KC54	4	0.7679
163	Control	1_11	Unit 12	Wind-force	5	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	5	0.7679	Single-KC	58	0.7390	KC54	5	0.7679
164	Control	1_11	Unit 12	Wind-force	6	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	6	0.7679	Single-KC	59	0.7390	KC54	6	0.7679
165	Control	1_11	Unit 12	Wind-force	7	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	7	0.7679	Single-KC	60	0.7390	KC54	7	0.7679
166	Control	1_11	Unit 12	Wind-force	8	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	8	0.7679	Single-KC	61	0.7390	KC54	8	0.7679
167	Control	1_11	Unit 12	Wind-force	9	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	9	0.7679	Single-KC	62	0.7390	KC54	9	0.7679
168	Control	1_11	Unit 12	Wind-force	10	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	10	0.7679	Single-KC	63	0.7390	KC54	10	0.7679
169	Control	1_11	Unit 12	Wind-force	11	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	11	0.7679	Single-KC	64	0.7390	KC54	11	0.7679
170	Control	1_11	Unit 12	Wind-force	12	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	12	0.7679	Single-KC	65	0.7390	KC54	12	0.7679
171	Control	1_11	Unit 12	Wind-force	13	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	13	0.7679	Single-KC	66	0.7390	KC54	13	0.7679
172	Control	1_11	Unit 12	Wind-force	14	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	14	0.7679	Single-KC	67	0.7390	KC54	14	0.7679
173	Control	1_11	Unit 12	Wind-force	15	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	15	0.7679	Single-KC	68	0.7390	KC54	15	0.7679
174	Control	1_11	Unit 12	Wind-force	16	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	16	0.7679	Single-KC	69	0.7390	KC54	16	0.7679
175	Control	1_11	Unit 12	Wind-force	17	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	17	0.7679	Single-KC	70	0.7390	KC54	17	0.7679
176	Control	1_11	Unit 12	Wind-force	18	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	18	0.7679	Single-KC	71	0.7390	KC54	18	0.7679
177	Control	1_11	Unit 12	Wind-force	19	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	19	0.7679	Single-KC	72	0.7390	KC54	19	0.7679
178	Control	1_11	Unit 12	Wind-force	20	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	20	0.7679	Single-KC	73	0.7390	KC54	20	0.7679
179	Control	1_11	Unit 12	Wind-force	21	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	21	0.7679	Single-KC	74	0.7390	KC54	21	0.7679
180	Control	1_11	Unit 12	Solitude	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Solitude	3	0.7781	Single-KC	75	0.7390	KC56	3	0.7781
181	Control	1_11	Unit 12	Purpose	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Purpose	3	0.7930	Single-KC	76	0.7390	KC24	3	0.7930
182	Control	1_11	Unit 12	Global_warming	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Global_warming	3	0.5953	Single-KC	77	0.7390	KC53	3	0.5953
183	Control	1_11	Unit 12	International_conference	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	International_conference	3	0.8067	Single-KC	78	0.7390	KC37	3	0.8067
184	Control	1_11	Unit 12	Solar_heat	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Solar_heat	3	0.7875	Single-KC	79	0.7390	KC4	3	0.7875
185	Control	1_11	Unit 12	Raise_children	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Raise_children	3	0.6271	Single-KC	80	0.7390	KC39	3	0.6271
186	Control	1_11	Unit 12	Relation_to	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Relation_to	3	0.8297	Single-KC	81	0.7390	KC11	3	0.8297
187	Control	1_11	Unit 12	National_resource	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	National_resource	3	0.8421	Single-KC	82	0.7390	KC8	3	0.8421
188	Control	1_11	Unit 12	Hard_rubbish	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Hard_rubbish	3	0.7722	Single-KC	83	0.7390	KC34	3	0.7722
189	Control	1_11	Unit 12	Disposable	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Disposable	3	0.8104	Single-KC	84	0.7390	KC40	3	0.8104
190	Control	1_11	Unit 12	Quarrel	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Quarrel	3	0.7917	Single-KC	85	0.7390	KC12	3	0.7917
191	Control	1_11	Unit 12	Stay_indoors	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Stay_indoors	2	0.7049	Single-KC	86	0.7390	KC42	2	0.7049
192	Control	1_11	Unit 12	Stay_indoors	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Stay_indoors	3	0.7049	Single-KC	87	0.7390	KC42	3	0.7049
193	Control	1_11	Unit 12	To_not_get_on_well	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_not_get_on_well	2	0.8477	Single-KC	88	0.7390	KC51	2	0.8477
194	Control	1_11	Unit 12	To_not_get_on_well	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_not_get_on_well	3	0.8477	Single-KC	89	0.7390	KC51	3	0.8477
