Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
1508	Control	2_15	Unit 12	To_protect	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_protect	1	0.3605	Single-KC	7	0.3461	KC38	1	0.3604
1509	Control	2_15	Unit 12	To_protect	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_protect	2	0.3605	Single-KC	8	0.3461	KC38	2	0.3604
1510	Control	2_15	Unit 12	To_protect	3	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_protect	3	0.3605	Single-KC	9	0.3461	KC38	3	0.3604
1511	Control	2_15	Unit 12	Lifespan	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Lifespan	1	0.3986	Single-KC	10	0.3461	KC17	1	0.3985
1512	Control	2_15	Unit 12	Lifespan	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Lifespan	2	0.3986	Single-KC	11	0.3461	KC17	2	0.3985
1513	Control	2_15	Unit 12	Lifespan	3	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Lifespan	3	0.3986	Single-KC	12	0.3461	KC17	3	0.3985
1514	Control	2_15	Unit 12	To_commit_suicide	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_commit_suicide	1	0.2199	Single-KC	13	0.3461	KC48	1	0.2198
1515	Control	2_15	Unit 12	To_commit_suicide	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_commit_suicide	2	0.2199	Single-KC	14	0.3461	KC48	2	0.2198
1516	Control	2_15	Unit 12	To_commit_suicide	3	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_commit_suicide	3	0.2199	Single-KC	15	0.3461	KC48	3	0.2198
1517	Control	2_15	Unit 12	Exhaust_gas	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Exhaust_gas	1	0.1453	Single-KC	16	0.3461	KC14	1	0.1452
1518	Control	2_15	Unit 12	Exhaust_gas	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Exhaust_gas	2	0.1443	Single-KC	17	0.3461	KC14	2	0.1443
1519	Control	2_15	Unit 12	Exhaust_gas	3	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Exhaust_gas	3	0.1434	Single-KC	18	0.3461	KC14	3	0.1434
1520	Control	2_15	Unit 12	Rise_in_temperature	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Rise_in_temperature	1	0.2234	Single-KC	19	0.3461	KC6	1	0.2233
1521	Control	2_15	Unit 12	Rise_in_temperature	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Rise_in_temperature	2	0.2234	Single-KC	20	0.3461	KC6	2	0.2233
1522	Control	2_15	Unit 12	Sun	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Sun	1	0.2150	Single-KC	21	0.3461	KC1	1	0.2150
1523	Control	2_15	Unit 12	Sun	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Sun	2	0.2150	Single-KC	22	0.3461	KC1	2	0.2150
1524	Control	2_15	Unit 12	To_get_on_well	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_get_on_well	1	0.3019	Single-KC	23	0.3461	KC30	1	0.3019
1525	Control	2_15	Unit 12	To_get_on_well	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_get_on_well	2	0.3019	Single-KC	24	0.3461	KC30	2	0.3019
1526	Control	2_15	Unit 12	Lack	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Lack	1	0.3478	Single-KC	25	0.3461	KC29	1	0.3477
1527	Control	2_15	Unit 12	Lack	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Lack	2	0.3478	Single-KC	26	0.3461	KC29	2	0.3477
1528	Control	2_15	Unit 12	Company_employee	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Company_employee	1	0.3386	Single-KC	27	0.3461	KC18	1	0.3386
1529	Control	2_15	Unit 12	Company_employee	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Company_employee	2	0.3258	Single-KC	28	0.3461	KC18	2	0.3257
1530	Control	2_15	Unit 12	Declining_birth_rate	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Declining_birth_rate	1	0.4078	Single-KC	29	0.3461	KC32	1	0.4077
1531	Control	2_15	Unit 12	Declining_birth_rate	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Declining_birth_rate	2	0.4020	Single-KC	30	0.3461	KC32	2	0.4020
1532	Control	2_15	Unit 12	To_be_healed	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_be_healed	1	0.3222	Single-KC	31	0.3461	KC10	1	0.3222
1533	Control	2_15	Unit 12	To_be_healed	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_be_healed	2	0.3222	Single-KC	32	0.3461	KC10	2	0.3222
1534	Control	2_15	Unit 12	Pension	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Pension	1	0.2296	Single-KC	33	0.3461	KC21	1	0.2295
1535	Control	2_15	Unit 12	Pension	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Pension	2	0.2296	Single-KC	34	0.3461	KC21	2	0.2295
1536	Control	2_15	Unit 12	To_proceed	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_proceed	1	0.2757	Single-KC	35	0.3461	KC26	1	0.2757
1537	Control	2_15	Unit 12	To_proceed	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_proceed	2	0.2724	Single-KC	36	0.3461	KC26	2	0.2724
1538	Control	2_15	Unit 12	To_proceed	3	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_proceed	3	0.2692	Single-KC	37	0.3461	KC26	3	0.2691
1539	Control	2_15	Unit 12	Warming	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Warming	1	0.3428	Single-KC	38	0.3461	KC47	1	0.3427
1540	Control	2_15	Unit 12	Warming	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Warming	2	0.3428	Single-KC	39	0.3461	KC47	2	0.3427
1541	Control	2_15	Unit 12	Warming	3	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Warming	3	0.3428	Single-KC	40	0.3461	KC47	3	0.3427
1542	Control	2_15	Unit 12	Air	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Air	1	0.2132	Single-KC	41	0.3461	KC41	1	0.2131
1543	Control	2_15	Unit 12	Air	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Air	2	0.2132	Single-KC	42	0.3461	KC41	2	0.2131
1544	Control	2_15	Unit 12	Conservation	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Conservation	1	0.2075	Single-KC	43	0.3461	KC33	1	0.2075
1545	Control	2_15	Unit 12	Conservation	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Conservation	2	0.2075	Single-KC	44	0.3461	KC33	2	0.2075
1546	Control	2_15	Unit 12	Accounting	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Accounting	1	0.2649	Single-KC	45	0.3461	KC55	1	0.2649
1547	Control	2_15	Unit 12	Accounting	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Accounting	2	0.2548	Single-KC	46	0.3461	KC55	2	0.2547
1548	Control	2_15	Unit 12	Tree_dies	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Tree_dies	1	0.3687	Single-KC	47	0.3461	KC44	1	0.3687
1549	Control	2_15	Unit 12	Tree_dies	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Tree_dies	2	0.3687	Single-KC	48	0.3461	KC44	2	0.3687
1550	Control	2_15	Unit 12	Being_left_out	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Being_left_out	1	0.5891	Single-KC	49	0.3461	KC59	1	0.5890
1551	Control	2_15	Unit 12	Being_left_out	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Being_left_out	2	0.5891	Single-KC	50	0.3461	KC59	2	0.5890
1552	Control	2_15	Unit 12	Being_left_out	3	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Being_left_out	3	0.5891	Single-KC	51	0.3461	KC59	3	0.5890
1553	Control	2_15	Unit 12	Ultraviolet	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Ultraviolet	1	0.5066	Single-KC	52	0.3461	KC57	1	0.5066
1554	Control	2_15	Unit 12	Ultraviolet	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Ultraviolet	2	0.5066	Single-KC	53	0.3461	KC57	2	0.5066
1555	Control	2_15	Unit 12	Ultraviolet	3	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Ultraviolet	3	0.5066	Single-KC	54	0.3461	KC57	3	0.5066
1556	Control	2_15	Unit 12	Co2	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Co2	1	0.2386	Single-KC	55	0.3461	KC20	1	0.2386
1557	Control	2_15	Unit 12	Co2	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Co2	2	0.2386	Single-KC	56	0.3461	KC20	2	0.2386
1558	Control	2_15	Unit 12	Ageing_society	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Ageing_society	1	0.2137	Single-KC	57	0.3461	KC43	1	0.2137
1559	Control	2_15	Unit 12	Ageing_society	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Ageing_society	2	0.2137	Single-KC	58	0.3461	KC43	2	0.2137
1560	Control	2_15	Unit 12	Lonely	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Lonely	1	0.1378	Single-KC	59	0.3461	KC27	1	0.1378
1561	Control	2_15	Unit 12	Lonely	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Lonely	2	0.1378	Single-KC	60	0.3461	KC27	2	0.1378
1562	Control	2_15	Unit 12	Economics	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Economics	1	0.2323	Single-KC	61	0.3461	KC5	1	0.2322
1563	Control	2_15	Unit 12	Economics	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Economics	2	0.2323	Single-KC	62	0.3461	KC5	2	0.2322
1564	Control	2_15	Unit 12	To_get_a_license	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_get_a_license	1	0.2960	Single-KC	63	0.3461	KC60	1	0.3057
1565	Control	2_15	Unit 12	To_get_a_license	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_get_a_license	2	0.2796	Single-KC	64	0.3461	KC60	2	0.2832
1566	Control	2_15	Unit 12	Average	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Average	1	0.3270	Single-KC	65	0.3461	KC31	1	0.3270
1567	Control	2_15	Unit 12	Average	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Average	2	0.3270	Single-KC	66	0.3461	KC31	2	0.3270
1568	Control	2_15	Unit 12	Atomic_energy	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Atomic_energy	1	0.4433	Single-KC	67	0.3461	KC22	1	0.4432
1569	Control	2_15	Unit 12	Atomic_energy	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Atomic_energy	2	0.4433	Single-KC	68	0.3461	KC22	2	0.4432
1570	Control	2_15	Unit 12	Atomic_energy	3	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Atomic_energy	3	0.4433	Single-KC	69	0.3461	KC22	3	0.4432
1571	Control	2_15	Unit 12	To_lose	1	1	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	1970-01-18 03:08:13	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_lose	1	0.3690	Single-KC	70	0.3461	KC2	1	0.3690
1572	Control	2_15	Unit 12	To_lose	2	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_lose	2	0.3690	Single-KC	71	0.3461	KC2	2	0.3690
1573	Control	2_15	Unit 12	To_lose	3	1	1970-01-18 03:08:13	1970-01-18 03:08:13		1970-01-18 03:08:13	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_lose	3	0.3690	Single-KC	72	0.3461	KC2	3	0.3690
1574	Control	2_15	Unit 12	Environment	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	1	1	.	correct	0	0	1	flashcard_1 (3_1)	Environment	4	0.3588	Single-KC	73	0.3461	KC52	4	0.3588
1575	Control	2_15	Unit 12	Earth	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Earth	4	0.2097	Single-KC	74	0.3461	KC36	4	0.2096
1576	Control	2_15	Unit 12	To_protect	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_protect	4	0.3605	Single-KC	75	0.3461	KC38	4	0.3604
1577	Control	2_15	Unit 12	Lifespan	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Lifespan	4	0.3986	Single-KC	76	0.3461	KC17	4	0.3985
1578	Control	2_15	Unit 12	To_commit_suicide	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_commit_suicide	4	0.2199	Single-KC	77	0.3461	KC48	4	0.2198
1579	Control	2_15	Unit 12	Exhaust_gas	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Exhaust_gas	4	0.1425	Single-KC	78	0.3461	KC14	4	0.1424
1580	Control	2_15	Unit 12	Rise_in_temperature	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Rise_in_temperature	3	0.2234	Single-KC	79	0.3461	KC6	3	0.2233
1581	Control	2_15	Unit 12	Rise_in_temperature	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Rise_in_temperature	4	0.2234	Single-KC	80	0.3461	KC6	4	0.2233
1582	Control	2_15	Unit 12	Sun	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Sun	3	0.2150	Single-KC	81	0.3461	KC1	3	0.2150
1583	Control	2_15	Unit 12	To_get_on_well	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_get_on_well	3	0.3019	Single-KC	82	0.3461	KC30	3	0.3019
1584	Control	2_15	Unit 12	Lack	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Lack	3	0.3478	Single-KC	83	0.3461	KC29	3	0.3477
1585	Control	2_15	Unit 12	Company_employee	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Company_employee	3	0.3132	Single-KC	84	0.3461	KC18	3	0.3132
1586	Control	2_15	Unit 12	Declining_birth_rate	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Declining_birth_rate	3	0.3963	Single-KC	85	0.3461	KC32	3	0.3962
1587	Control	2_15	Unit 12	To_be_healed	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_be_healed	3	0.3222	Single-KC	86	0.3461	KC10	3	0.3222
1588	Control	2_15	Unit 12	Pension	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Pension	3	0.2296	Single-KC	87	0.3461	KC21	3	0.2295
1589	Control	2_15	Unit 12	To_proceed	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_proceed	4	0.2659	Single-KC	88	0.3461	KC26	4	0.2659
1590	Control	2_15	Unit 12	Warming	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Warming	4	0.3428	Single-KC	89	0.3461	KC47	4	0.3427
1591	Control	2_15	Unit 12	Air	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Air	3	0.2132	Single-KC	90	0.3461	KC41	3	0.2131
1592	Control	2_15	Unit 12	Air	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Air	4	0.2132	Single-KC	91	0.3461	KC41	4	0.2131
1593	Control	2_15	Unit 12	Conservation	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Conservation	3	0.2075	Single-KC	92	0.3461	KC33	3	0.2075
1594	Control	2_15	Unit 12	Conservation	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Conservation	4	0.2075	Single-KC	93	0.3461	KC33	4	0.2075
1595	Control	2_15	Unit 12	Accounting	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Accounting	3	0.2449	Single-KC	94	0.3461	KC55	3	0.2448
1596	Control	2_15	Unit 12	Tree_dies	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Tree_dies	3	0.3687	Single-KC	95	0.3461	KC44	3	0.3687
1597	Control	2_15	Unit 12	Being_left_out	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Being_left_out	4	0.5891	Single-KC	96	0.3461	KC59	4	0.5890
1598	Control	2_15	Unit 12	Ultraviolet	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Ultraviolet	4	0.5066	Single-KC	97	0.3461	KC57	4	0.5066
1599	Control	2_15	Unit 12	Co2	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Co2	3	0.2386	Single-KC	98	0.3461	KC20	3	0.2386
1600	Control	2_15	Unit 12	Ageing_society	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Ageing_society	3	0.2137	Single-KC	99	0.3461	KC43	3	0.2137
1601	Control	2_15	Unit 12	Lonely	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Lonely	3	0.1378	Single-KC	100	0.3461	KC27	3	0.1378
1602	Control	2_15	Unit 12	Economics	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Economics	3	0.2323	Single-KC	101	0.3461	KC5	3	0.2322
1603	Control	2_15	Unit 12	To_get_a_license	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14	1970-01-18 03:08:14	1970-01-18 03:08:14	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_get_a_license	3	0.2638	Single-KC	102	0.3461	KC60	3	0.2617
1604	Control	2_15	Unit 12	Average	3	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Average	3	0.3270	Single-KC	103	0.3461	KC31	3	0.3270
1605	Control	2_15	Unit 12	Atomic_energy	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Atomic_energy	4	0.4433	Single-KC	104	0.3461	KC22	4	0.4432
1606	Control	2_15	Unit 12	To_lose	4	1	1970-01-18 03:08:13	1970-01-18 03:08:14		1970-01-18 03:08:14	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_lose	4	0.3690	Single-KC	105	0.3461	KC2	4	0.3690
